Time,Solar_Power_kW,Wind_Power_kW,Load_Demand_kW,Battery_SOC_percent,Voltage_V,Current_A,Temperature_C,Power_Imbalance,Fault_Label
1/10/2025 18:00,2.79,0.38,3.68,67.1,229.6,11.43,35.4,-0.51,0
1/10/2025 18:15,2.95,2.26,3.98,82.8,227.6,11.28,33.6,1.23,1
1/10/2025 18:30,2.97,1.45,4.06,64.9,230.8,13.56,34.1,0.36,0
1/10/2025 18:45,2.22,1.07,3.25,73.4,232.1,8.28,33.7,0.04,0
1/10/2025 19:00,0.86,1.72,5.08,64.5,225.9,15.18,34.7,-2.5,1
1/10/2025 19:15,2.36,1.67,4.08,73.5,235.1,12.05,28.9,-0.05,0
1/10/2025 19:30,1.96,1.4,3.22,69.4,227.5,8.89,32.2,0.13,0
1/10/2025 19:45,3.37,1.82,4.31,80.6,226.5,12.42,33.4,0.88,0
1/10/2025 20:00,1.94,1.66,0.79,43.5,231.2,5,30.8,2.81,1
1/10/2025 20:15,2.87,1.41,2.56,74.8,227.1,8.03,32.8,1.72,1
1/10/2025 20:30,0.76,2.39,0.5,85.9,224.6,5,32.4,2.64,1
1/10/2025 20:45,1.17,1.89,4.25,65.8,228.2,14.71,26.6,-1.19,1
1/10/2025 21:00,3.08,1.22,2.19,100,227.2,7.5,39.3,2.1,1
1/10/2025 21:15,3.48,1.28,0.5,64.1,229,5,32.1,4.26,1
1/10/2025 21:30,2.97,1.72,2.15,79.9,226.4,6.15,31.9,2.54,1
1/10/2025 21:45,1.04,1.36,5.04,58.9,229,14.33,29.1,-2.64,1
1/10/2025 22:00,1.12,2.86,3.48,78.3,233.5,9.31,23.4,0.5,0
1/10/2025 22:15,2.38,1.72,3.19,73.9,231.2,10.88,32.8,0.91,0
1/10/2025 22:30,0.45,0,4.25,75.5,232.9,12.41,28.1,-3.8,1
1/10/2025 22:45,0.73,2.08,3.35,86,234.7,9.8,36.6,-0.54,0
1/10/2025 23:00,2.32,1.89,4.11,73.8,235.5,11.41,32,0.1,0
1/10/2025 23:15,2.05,0.98,4.61,85.2,228.9,14.63,28.2,-1.57,1
1/10/2025 23:30,1.61,0.96,4.78,80.4,227.6,12.46,26.4,-2.2,1
1/10/2025 23:45,1.58,0.89,1.82,74.3,226.8,5.36,31.6,0.66,0
1/11/2025 0:00,3.39,2.42,1.69,86.4,229.1,5.91,35.4,4.12,1
1/11/2025 0:15,2.9,1.89,3.9,75.5,236.1,11.03,32.6,0.89,0
1/11/2025 0:30,1.34,0.92,3.05,79.7,234,6.58,29.6,-0.79,0
1/11/2025 0:45,2.84,2.42,3.48,57.3,225.5,10.36,34.2,1.78,1
1/11/2025 1:00,3.23,1.08,2.33,75.8,229.5,6.93,36.4,1.98,1
1/11/2025 1:15,1.25,2.56,2.81,62,229.8,8.2,34.5,1.01,1
1/11/2025 1:30,2.05,0.96,3.07,94.6,225.4,8.91,33.4,-0.06,0
1/11/2025 1:45,1.7,2.61,3.84,100,233.6,11.68,31.9,0.47,0
1/11/2025 2:00,0.96,0.69,2.16,63.2,226.8,5.26,34.6,-0.52,0
1/11/2025 2:15,2.72,2.2,3.69,48.4,228,11.04,26.9,1.23,1
1/11/2025 2:30,1.62,2.86,3.79,86.1,227.2,10.43,26.7,0.69,0
1/11/2025 2:45,2.27,1.66,4.36,71.5,229.2,12.78,37.2,-0.43,0
1/11/2025 3:00,2.87,1.31,2.44,89.3,233.8,7.03,31.2,1.74,1
1/11/2025 3:15,0.39,1.76,3.66,91.2,234.3,11.46,32.2,-1.5,1
1/11/2025 3:30,3,1.65,3.53,80.9,230.8,10.05,28.8,1.12,1
1/11/2025 3:45,1.68,1.72,5.09,84.7,227,15.14,32.1,-1.7,1
1/11/2025 4:00,1.82,1.15,3.85,70.4,231.1,11.58,26.4,-0.87,0
1/11/2025 4:15,3.22,2.62,4.14,81.1,227.7,12.47,27.7,1.7,1
1/11/2025 4:30,2.55,1.63,2.4,53.6,229.8,6.48,36,1.78,1
1/11/2025 4:45,1.97,2.17,1.61,69.5,230.1,5.4,26.1,2.53,1
1/11/2025 5:00,2.91,1.35,2.42,72.8,229.9,7.47,29.2,1.83,1
1/11/2025 5:15,4.1,1.37,3.76,68.3,233.6,10.83,22,1.71,1
1/11/2025 5:30,2.59,0.86,3.8,71.4,230.8,10.28,34.3,-0.35,0
1/11/2025 5:45,2.31,2.51,2.77,68,229.4,9.01,36.5,2.05,1
1/11/2025 6:00,1.71,1.69,3.98,52.6,230,12.47,31.6,-0.58,0
1/11/2025 6:15,1.78,1.56,1.64,53.1,230.8,6.32,30.2,1.7,1
1/11/2025 6:30,1.92,0.94,5.08,73.9,226,13.85,34.5,-2.23,1
1/11/2025 6:45,1.98,1.97,3.78,59.3,233.8,10.6,39.4,0.17,0
1/11/2025 7:00,3.43,0.83,3.74,79.1,228.8,11.1,33.7,0.52,0
1/11/2025 7:15,0.77,1.34,2.01,63.8,233,6.67,35.5,0.1,0
1/11/2025 7:30,0.52,1.33,3.99,77.1,222.7,10.05,25.3,-2.13,1
1/11/2025 7:45,4.3,0.87,4.16,84.7,230,14.03,35.5,1.01,1
1/11/2025 8:00,1.65,1.01,3.49,75,229.2,9.69,33.6,-0.83,0
1/11/2025 8:15,1.8,1.26,4.53,82.6,236.3,13.76,34.1,-1.47,1
1/11/2025 8:30,2.97,2.2,3.86,70.9,230.2,10.59,31.7,1.32,1
1/11/2025 8:45,1.6,2.08,4.01,63.1,228.8,13.06,36.3,-0.33,0
1/11/2025 9:00,2.81,1.31,2.28,72.1,227.2,6.27,38.3,1.84,1
1/11/2025 9:15,1.7,1.46,2.52,87.7,236,7.49,32.5,0.64,0
1/11/2025 9:30,2,0.38,4.07,64.4,230.8,11.6,38,-1.7,1
1/11/2025 9:45,2.21,1.83,1.42,66.3,229.2,5,31.9,2.62,1
